sample_key,mf_status,mf_error,mf_hq_mean,mf_hq_std,mf_hq_min,mf_hq_max,mf_tau_mean,mf_tau_std,mf_alpha_mean,mf_alpha_std,mf_spectrum_width,mf_spectrum_peak_alpha,mf_spectrum_peak_f,mf_spectrum_asymmetry,mf_num_scales,mf_num_q
healthy::11::vowels::a_n,ok,,0.6745197501562947,0.21102877454880412,0.4141009153894584,1.0158043827688186,-1.6453612212716504,2.2217806240823736,0.7223249440014784,0.34521330011703605,0.8899958417474938,0.5557549792786222,0.9849693391471346,0.351268833404939,40,20
healthy::12::vowels::a_n,ok,,0.7341675611741263,0.09323960009639898,0.6436039436616984,0.9167085640134748,-1.269073430129857,2.3736986964741766,0.7885461536579224,0.17152725878755157,0.46685940911510393,0.6665654210469883,1.000128161710614,0.1478313636509992,40,20
healthy::13::vowels::a_n,ok,,0.40531690663272507,0.10115358561482095,0.27779650521618343,0.5781332051622293,-1.3105370421540568,1.3150754889621696,0.4323502446803982,0.1773168518522406,0.4816925753871306,0.3531437227116012,0.991726392590799,0.32535209586484903,40,20
healthy::14::vowels::a_n,ok,,0.32932232233353037,0.1205624890075439,0.18535343253599076,0.535711300015942,-1.3668939011285064,1.115625332029492,0.3661872221185606,0.20532638936562847,0.5378682599800464,0.2599365194518115,0.992529852759083,0.29747171720042775,40,20
healthy::15::vowels::a_n,ok,,0.507859977776967,0.1894367284492537,0.2617125119301423,0.8013119594967418,-1.582934221760289,1.671841334196348,0.5357862752124631,0.307206267082128,0.7895120883068354,0.41482910277994867,0.9812625416654523,0.41851979565192,40,20
healthy::16::vowels::a_n,ok,,0.3715128165905224,0.1613611356871644,0.17830456480000853,0.6462189444289738,-1.4912394731504437,1.2857496358092728,0.4195873627858074,0.27356783172180893,0.7105155033528086,0.2794725766867223,0.9899289613494731,0.30350144614845587,40,20
healthy::17::vowels::a_n,ok,,0.3867347747083833,0.0867134628076157,0.2727277836855295,0.5336666611190466,-1.2671760044601899,1.2422142367016276,0.4062500134107324,0.15447424234844823,0.4236400266152547,0.40881694615895914,0.9925108001696268,0.7499943446436272,40,20
healthy::18::vowels::a_n,ok,,0.41984110374686867,0.07354102302477636,0.31287093725175513,0.5338289708416292,-1.227655288806994,1.3206364844550527,0.4240304461738633,0.1289400654394601,0.35839660072542845,0.3902613126480976,0.9936186655993773,0.6375042191921433,40,20
healthy::19::vowels::a_n,ok,,0.28581075066120715,0.0948942475368887,0.1747698442948353,0.44540453152822806,-1.28901095840332,0.9532269626774794,0.31478500203177784,0.15715623170921725,0.4094487786045147,0.22934722029650612,0.9931372966313055,0.2426185315545578,40,20
healthy::20::vowels::a_n,ok,,0.49552599036138584,0.11799071649813773,0.33680820659880834,0.6777808409923846,-1.3636259899996923,1.5818083663523164,0.5095545071740647,0.19515605333628888,0.5186342441963085,0.43855139570226453,0.9896347964308454,0.48844372458695073,40,20
healthy::21::vowels::a_n,ok,,0.5314464713651013,0.08687746510866219,0.429190512194268,0.6848183538446035,-1.2640609029060677,1.7044586559995345,0.5618489010201282,0.15203793679816385,0.41094473272053467,0.4806061045754928,0.9945027175562131,0.2575862670961662,40,20
healthy::22::vowels::a_n,ok,,0.3200376207972844,0.13850482089993466,0.1442410911288093,0.5407740389983778,-1.4252121032958798,1.0814108356297605,0.34664357348423286,0.22714543552883845,0.5875546232377289,0.24730677403226986,0.9885040053254281,0.38207832399142955,40,20
healthy::23::vowels::a_n,ok,,0.4905455316798936,0.13897091958534669,0.3289706883028683,0.7264986219365044,-1.422988972083536,1.6164088154420215,0.5345821034866466,0.23176920068064147,0.6046187028524956,0.40702008502736786,0.9891708989409453,0.24031845129269908,40,20
healthy::24::vowels::a_n,ok,,0.404446564088483,0.08541730505669064,0.3059810997445084,0.5577271815833025,-1.2591465594741016,1.3155842037869,0.4371714701987999,0.15091628902942483,0.4098633284573583,0.3537843803028283,0.9945071082947301,0.22106728141324647,40,20
healthy::25::vowels::a_n,ok,,0.6450012406456256,0.1586398843725299,0.4360160374840797,0.9051128764557053,-1.488903304946818,2.076170001282349,0.6751599674376566,0.2735408693335097,0.7302964689934139,0.5703440075602177,0.9856058050672176,0.41764438106702684,40,20
healthy::26::vowels::a_n,ok,,0.491083670120235,0.1414706646331149,0.3564337679188573,0.7349407479586256,-1.4162767531903722,1.6550226252072822,0.5589986889164176,0.21759493639272082,0.5501395836699822,0.37182685176946406,1.0493001943070113,0.059859914336125065,40,20
healthy::27::vowels::a_n,ok,,0.43723461660088014,0.09196082299667466,0.3533979682257375,0.6078669023179805,-1.2691149372771355,1.4478603240335477,0.4885253916488515,0.15473564464026257,0.397802598061062,0.354380207990205,1.0030949783840297,0.024407656517232625,40,20
healthy::28::vowels::a_n,ok,,0.547931410805202,0.1759314666230496,0.3155191270506855,0.8192660859443669,-1.541817315924466,1.776366597446277,0.5710911802730694,0.2873078128923561,0.752563688676287,0.4628204215560314,0.9824068918484288,0.4373755074174632,40,20
healthy::29::vowels::a_n,ok,,0.5237750712758177,0.2137344202964339,0.2644376054061361,0.8634706364694051,-1.6529989688541078,1.7640597975760526,0.5713457370449935,0.3406470663250349,0.8698443647643912,0.3988189864824019,0.9826784243496368,0.3159154244082317,40,20
healthy::30::vowels::a_n,ok,,0.5459497132970825,0.22418816247997567,0.2618158920048475,0.8913648773808642,-1.6875543439497638,1.8223468725546526,0.5820661958964897,0.3559941855406291,0.9050981397854492,0.4241800730126244,0.9804894131102261,0.39851960102035777,40,20
healthy::31::vowels::a_n,ok,,0.43425910056046246,0.2155623788543396,0.17502085074868684,0.768267811097636,-1.6572635332336827,1.4964395830006412,0.47873043359555273,0.33370536081894137,0.8338578256133635,0.3050241595057439,0.9838224653122029,0.3155300278864249,40,20
healthy::32::vowels::a_n,ok,,0.43383577805093976,0.1690634152720882,0.2303477121112015,0.7141722274785827,-1.5163570899081686,1.4653980288311046,0.4792215300448713,0.27981983809015537,0.727957023443516,0.3359949797455445,0.9865788469301771,0.29379691913878275,40,20
healthy::33::vowels::a_n,ok,,0.4342959272744039,0.11737587374451322,0.30921069588447925,0.6543393498669767,-1.350083073433255,1.4588385853217514,0.4901118154832146,0.21077497456564934,0.5478553983724002,0.36059123077422917,0.9943871949372313,0.17615613948439365,40,20
healthy::34::vowels::a_n,ok,,0.37598036332414486,0.11342819218342394,0.23099460194199115,0.5596958062868547,-1.3484219620051445,1.2288813300430543,0.3989404097205069,0.18971782062621995,0.5001545734867672,0.3169411763910721,0.990815350845136,0.38520075452931984,40,20
healthy::35::vowels::a_n,ok,,0.7053854703006002,0.2335581290879635,0.42611716515787423,1.0776827811017027,-1.7119663536375,2.334007216200345,0.76057557050273,0.37021116357463363,0.939380963857817,0.5650234568822093,0.9831495624895006,0.3022030072716103,40,20
healthy::36::vowels::a_n,ok,,0.436834632326084,0.11507402622765851,0.28329288365952165,0.6222489489463637,-1.354782771530232,1.4084578482871934,0.4558047697633024,0.19670211782506045,0.5278255432807613,0.38266852192735445,0.9903103498319519,0.44817520856038084,40,20
healthy::37::vowels::a_n,ok,,0.44057653639039496,0.15153664538885295,0.24701151984099406,0.6767681860899666,-1.4651150248741263,1.446718169808144,0.4659780789035276,0.24444724448626712,0.6356397621079881,0.35939368287468687,0.9873245079815156,0.39656757324964415,40,20
healthy::38::vowels::a_n,ok,,0.6669149343870641,0.19974080612738876,0.42503213386496086,0.9736648983917924,-1.6094825331254146,2.173477615140471,0.7056008783639827,0.3079680134188752,0.7733563525931428,0.5481548193156794,0.9839891281891691,0.32021218647574257,40,20
healthy::39::vowels::a_n,ok,,0.5302828040680707,0.18731328448844028,0.30165458714940807,0.8406792469864258,-1.5723509548515837,1.7747739721640174,0.578436266085159,0.31199907639529445,0.8008446483634275,0.4264891484816794,0.9865562200471487,0.32859258773301103,40,20
healthy::40::vowels::a_n,ok,,0.5937611850514573,0.26361387721698465,0.2731546382732176,1.0122664650706437,-1.8056361089590591,2.0216353812587147,0.6514923572805194,0.42014355659154595,1.0621930082748752,0.44153376434691294,0.9786857814421825,0.32545179866826696,40,20
healthy::41::vowels::a_n,ok,,0.7410510070227391,0.1534072540479582,0.5564026845975345,1.0056493231708818,-1.4676842922846067,2.395827334186581,0.7883708592227573,0.2645104844025776,0.7055625806554779,0.6534446228106673,0.9897228044709097,0.2949273381636456,40,20
healthy::42::vowels::a_n,ok,,0.5906215482031317,0.14262790671677225,0.4128167932819126,0.8122527725399165,-1.4368865613338522,1.8974704858974065,0.6167181508058844,0.22617660173050835,0.5810150857910577,0.5111380159442378,0.9874845941073657,0.35330290941799514,40,20
healthy::43::vowels::a_n,ok,,0.5002763090348983,0.18468265220069002,0.2720700385495497,0.7860904410012628,-1.5652133222715057,1.6542058547815075,0.5345157793529118,0.2902539566105531,0.7401337765675384,0.3955384048941608,0.9833500046995777,0.33918021069548393,40,20
healthy::44::vowels::a_n,ok,,0.31422338016094475,0.1044161157017808,0.183345009791582,0.4902115916433684,-1.3198670391068859,1.0435535701683911,0.3411513920508985,0.17977120359762164,0.4873473172662368,0.2579097302526878,0.9926276885442712,0.3426634535970794,40,20
healthy::45::vowels::a_n,ok,,0.42363126264235634,0.0928673232035955,0.2967051598552357,0.5762613132652435,-1.2869055515117966,1.351189635544567,0.4390597747847571,0.16454501069816996,0.4562937452632849,0.38296072308793416,0.9915714810664948,0.4534384878044938,40,20
healthy::46::vowels::a_n,ok,,0.4288530561096479,0.14986178754930504,0.25064981165270783,0.6720758214543853,-1.4570203857768498,1.4282896804543896,0.46747719930027243,0.24123092686228736,0.6208072520859953,0.3392947208367182,0.9883735309827979,0.2784542179541608,40,20
healthy::47::vowels::a_n,ok,,0.5261002203773073,0.18277354269629784,0.3203259515703275,0.8411158628037768,-1.5514454235196982,1.7862444487560734,0.5904027178422426,0.3047694944623337,0.7756668231210577,0.4119900834373056,0.9901215663357268,0.23922480978983537,40,20
healthy::48::vowels::a_n,ok,,0.4386444420031651,0.10893604935079258,0.303498514270688,0.6281798329957404,-1.3326296188504538,1.4335257692906689,0.47074761452622854,0.19257092984604937,0.5198222814351015,0.37981085382910995,0.9931700813743307,0.34250066493946796,40,20
healthy::49::vowels::a_n,ok,,0.42990928517337557,0.14804202949897888,0.24325440094597517,0.6588071578899535,-1.4537888141547628,1.4103927347888712,0.4551197489923708,0.23529181277106498,0.6091779535384014,0.3482302168303528,0.9870077452410599,0.37173996357997235,40,20
healthy::50::vowels::a_n,ok,,0.5081444750561271,0.12418962026076377,0.3562365735422352,0.7214027019960816,-1.3789746573213821,1.6571365515363983,0.5444859557984718,0.21496085754019761,0.5799968448648394,0.4378820094800506,0.9920155591196873,0.3222143836292506,40,20
healthy::52::vowels::a_n,ok,,0.6409505799372817,0.1377858975275226,0.44442566496007785,0.8538798578956015,-1.426231894971314,2.028433269963474,0.6508343283748802,0.23746385059245756,0.6487712879556158,0.5842448298441202,0.9876688769158097,0.5888133386792745,40,20
healthy::53::vowels::a_n,ok,,0.5871255179292727,0.18626237367654994,0.33436013013262356,0.8782683328375923,-1.5750750763791972,1.9021016441019882,0.6097922770058345,0.3130873260780939,0.823113141631425,0.6475800326561432,0.9828746319991568,1.0003677147781262,40,20
healthy::54::vowels::a_n,ok,,0.44161510890987044,0.12820867307541942,0.2828628747273028,0.6653233213020054,-1.3922389966105844,1.4576076992436309,0.4799200116395087,0.22712610233364328,0.6088851352784252,0.3736797818035872,0.9906005692775475,0.32168872760056305,40,20
healthy::55::vowels::a_n,ok,,0.4992370495086397,0.10059267972495194,0.3648467139162489,0.6628259703173185,-1.3105082780035526,1.5873444061923025,0.5167897298001158,0.1738889123838886,0.4670326215868399,0.5291090018108935,0.991049192119824,0.8217283120104426,40,20
healthy::56::vowels::a_n,ok,,0.5664119249312313,0.16851166550788568,0.35087329026911424,0.844330461516949,-1.5180481687620613,1.8513755467644852,0.6033156076962612,0.2870617615620647,0.7602384168118701,0.48139455342041504,0.9854877697787372,0.3706201896960358,40,20
healthy::57::vowels::a_n,ok,,0.46934629203397504,0.1377146513299062,0.29382970656215085,0.6995335739231923,-1.4226748325918954,1.5391066983757242,0.5016718628052942,0.2370985731706677,0.6312682348757312,0.39850488073167156,0.9897240960132888,0.3768354992414168,40,20
healthy::58::vowels::a_n,ok,,0.4597216391119539,0.13037388300659378,0.30204202486279513,0.6750869780840035,-1.3983358791053462,1.5066464936231039,0.4940357682351899,0.2155024615497112,0.5603234760312881,0.3854328793833057,0.9903241308108853,0.2965255368424922,40,20
healthy::59::vowels::a_n,ok,,0.5943629847919557,0.16105327640512374,0.3897893253504632,0.8582130847437682,-1.4943779159164337,1.932875732178066,0.6294731821831924,0.2713217643256129,0.714777942799921,0.5101684704721909,0.9874482277446673,0.3743656199227382,40,20
healthy::60::vowels::a_n,ok,,0.6867424817514831,0.2068205849498201,0.40897483447341704,0.9920402200110403,-1.636808599556959,2.2025841704757636,0.7030285383715952,0.328737137209883,0.8411351471207253,0.7663940031998278,0.9790368003223359,1.189832036603673,40,20
healthy::61::vowels::a_n,ok,,0.5814614732782593,0.12976726796545046,0.4218655186818236,0.799732855190352,-1.3966340206691856,1.8807020943892625,0.6162150713532695,0.22042284873226,0.5851052532145999,0.5089799799188685,0.991082469867278,0.3302393129228159,40,20
healthy::62::vowels::a_n,ok,,0.40929124396241684,0.08618719012956208,0.3062511872379924,0.5520864332274007,-1.2634302162326776,1.316999766388165,0.4330466820075122,0.1421949635671359,0.3691146589852685,0.360722553253608,0.9929446364805609,0.2647904352443008,40,20
healthy::63::vowels::a_n,ok,,0.5391158413317412,0.16621644505270847,0.32690778079997984,0.8052754191073509,-1.5107689634047232,1.7597907413590463,0.5710748529383693,0.2749303715280074,0.7211359794052941,0.4528129299498589,0.9850862575082153,0.3779514620246122,40,20
healthy::64::vowels::a_n,ok,,0.41182232580355194,0.15824093110660245,0.21225656646585614,0.6743706914966018,-1.485121752016695,1.3842131931723534,0.44915657789613644,0.268817302425044,0.7177797057818203,0.3262326038343044,0.9884450897131103,0.3633193257993581,40,20
healthy::65::vowels::a_n,ok,,0.4741747255049278,0.12930668941756734,0.3116589079745079,0.6999829384552464,-1.396177156918133,1.5545153018084361,0.5118351987215196,0.2314489265579867,0.6386750461029074,0.40646902489827474,0.9905188084042732,0.3311662312451987,40,20
healthy::66::vowels::a_n,ok,,0.6334076753832745,0.14250860167114526,0.44303599816559736,0.865068499898136,-1.4394373841635157,2.0273406937193346,0.6578207890426201,0.24582849439726742,0.6630487190558494,0.5665224151521007,0.987588845580859,0.4483626674179995,40,20
healthy::67::vowels::a_n,ok,,0.5876063729416163,0.1237568913974408,0.42923552353936884,0.7972801424774186,-1.3794339245439193,1.8917220869364302,0.6179497247170174,0.2166562900081983,0.5941861137048678,0.5220610578053221,0.9914665122805328,0.3890811756282709,40,20
healthy::68::vowels::a_n,ok,,0.5374900430908517,0.15944666301029148,0.3433073242943285,0.8118306692411501,-1.4862548391131871,1.7801403846729098,0.5847787340986144,0.27584854642414713,0.7379592385465235,0.4473235556982784,0.9897119023929665,0.3218243085181044,40,20
healthy::69::vowels::a_n,ok,,0.41439201770043466,0.18064724289457107,0.19502334564407964,0.6976649511442544,-1.551692551254935,1.4021821595633515,0.4526030664961828,0.28450964341870494,0.7284863826963675,0.3081439877965395,0.9858361148160483,0.31348445019187987,40,20
healthy::70::vowels::a_n,ok,,0.571273408315309,0.11944347263407645,0.42863566683844523,0.7822056499822603,-1.3635671894249777,1.852562603219503,0.6117146191442349,0.21046987045765392,0.5674523833806155,0.5030913400572765,0.9922832650933009,0.279756528403751,40,20
healthy::71::vowels::a_n,ok,,0.5450144700952801,0.17012445338739549,0.3220788230844487,0.8096002643985011,-1.5235033255284414,1.768822357691138,0.5697650938955058,0.2784388319225064,0.7345642119816982,0.45931648607943676,0.9839224991803923,0.4291770983556698,40,20
healthy::72::vowels::a_n,ok,,0.2761177544545036,0.0848185278241384,0.1687335683573349,0.4249992063215005,-1.2598781745359022,0.9143572144179893,0.3008789192081238,0.15331079085580548,0.428881859800613,0.2318073525713844,0.9940769420550133,0.3405116455828188,40,20
healthy::74::vowels::a_n,ok,,0.639609997006547,0.2179956942631171,0.3730185264435259,0.9824570507905203,-1.6664449250864468,2.111188944752748,0.6847599334180172,0.34552989906434795,0.877996398550037,0.5139475680899193,0.9821544229685328,0.3322016025101195,40,20
healthy::77::vowels::a_n,ok,,0.5568846365540623,0.1749650955650504,0.3196041263908226,0.8249974699386694,-1.53972801260785,1.7983893982186023,0.5751933257606506,0.2889571432475536,0.7612899232315806,0.47693381152514003,0.9828489685771032,0.49570349363617516,40,20
healthy::78::vowels::a_n,ok,,0.48350676399168774,0.14843122873263886,0.2694762788529514,0.7121946070801584,-1.4593663027300743,1.5559571873127285,0.4922224843509634,0.2569869591613249,0.6949886950178232,0.42413744333225667,0.9875906952159752,0.6333262152985176,40,20
healthy::79::vowels::a_n,ok,,0.4137333878919957,0.1295693624258112,0.24763294197035263,0.6211615713543116,-1.3978704767571986,1.355008589572776,0.43817126633689724,0.21464048859709325,0.5624744996082427,0.3455097461179806,0.9898638827652644,0.40481414550923844,40,20
healthy::80::vowels::a_n,ok,,0.6111984461217196,0.16337348908230295,0.40262737338968135,0.8834067637047477,-1.5012663209477195,1.9908960402516438,0.6487401573585331,0.2806356442754608,0.7503449654373044,0.5254687129663084,0.9880535573067717,0.3876444019361047,40,20
healthy::81::vowels::a_n,ok,,0.568273216196604,0.20936571519577843,0.30183778142355994,0.8994806511923019,-1.6430814895332344,1.8815248138314074,0.6064268644850502,0.3414638155552447,0.8784651990489496,0.4586648127625501,0.9812034640758241,0.3848610305068438,40,20
healthy::82::vowels::a_n,ok,,0.6667007516196811,0.14591093512935832,0.48323765393573664,0.9133726628593659,-1.4469161601964078,2.1514047869610704,0.7041148365040055,0.2522926937987872,0.6836294771686111,0.5875061501842544,0.9896287823213933,0.35863042292056907,40,20
healthy::83::vowels::a_n,ok,,0.4833831910910621,0.18627926949083226,0.2610605768140999,0.7884177493455048,-1.567574910302198,1.6314855605822005,0.5324359047291009,0.3030059483052087,0.7873509907110701,0.37127716451845805,0.9872163859550802,0.29734112638578697,40,20
healthy::84::vowels::a_n,ok,,0.6622263414259449,0.1708051703010743,0.44658362606098584,0.93267681316029,-1.5241647420211861,2.1369940489665105,0.6946397390928769,0.2776318896102087,0.7199527013416418,0.5704639770982385,0.9847073192403157,0.36890069193323405,40,20
healthy::85::vowels::a_n,ok,,0.6573884521684565,0.17003253554270825,0.4368478552473456,0.9378994425844203,-1.5222933485240455,2.132663787901483,0.6928238583134032,0.29195675518862246,0.7831459336473445,0.5700049047531202,0.9879078270657514,0.41815257594004784,40,20
healthy::86::vowels::a_n,ok,,0.48169545878203224,0.16362497932987138,0.2817294741406164,0.7501961455090943,-1.500160792303621,1.6011347280473787,0.5222648412422525,0.2701673149046525,0.7040507423940414,0.38881745193464134,0.9878345505777499,0.3248055617771386,40,20
healthy::87::vowels::a_n,ok,,0.5332457470049812,0.13638239032576122,0.35893888870933777,0.7643171897714277,-1.4190568509946286,1.7317173375458508,0.5668283325062854,0.23857719077982495,0.6387510963155192,0.4656922958229067,0.9888598124402661,0.3622723731776724,40,20
healthy::88::vowels::a_n,ok,,0.666235439726908,0.17899679065961716,0.42020216466635923,0.9358230464422119,-1.552311968805989,2.125865954574487,0.6802828347677927,0.2939875510693758,0.7738948427107402,0.5866574216981963,0.9822812305193371,0.5322502735889103,40,20
healthy::89::vowels::a_n,ok,,0.5911040517690922,0.1638283588593127,0.3683414247973303,0.844448497823278,-1.5056663475657113,1.897344053557567,0.609194855527981,0.2730961679655153,0.7173408777851908,0.6451779657581022,0.9843287801199718,1.043676324257897,40,20
healthy::90::vowels::a_n,ok,,0.5574070101777928,0.10656241289243916,0.41147426835011003,0.7329791978073543,-1.329048509331383,1.7715354256683238,0.5751905036415897,0.18935669765117363,0.5283921274901675,0.5094866281840723,0.9913284430336236,0.47104108326593547,40,20
healthy::91::vowels::a_n,ok,,0.5103794935598819,0.09569325120261378,0.38677607334913694,0.670853180902658,-1.2937230988802118,1.632108175184156,0.5322477394773506,0.1667056120891735,0.45658816329647767,0.4604539946513675,0.9933448908974255,0.40213703970047626,40,20
healthy::92::vowels::a_n,ok,,0.6414847419757734,0.14198254215406445,0.46814007976222377,0.887723518370793,-1.4335627643832332,2.079746034364541,0.6847232378802074,0.24819718064039134,0.6715935205351338,0.5625121654715063,0.9902254922031664,0.3065057091415686,40,20
healthy::93::vowels::a_n,ok,,0.5469430635510759,0.09561503665939917,0.42766920764835786,0.7178780621738152,-1.2920369873242081,1.7557799705490058,0.5775522666022157,0.17472667233863776,0.4853589781620733,0.4963535739018148,0.9937786787557888,0.33133928767517046,40,20
healthy::94::vowels::a_n,ok,,0.5293339967142504,0.18245904660843035,0.2943381114555086,0.8275443592770617,-1.560974473986605,1.750784475747676,0.566543146066601,0.3091317277318585,0.8113154239541016,0.4377685475785995,0.9849375883147257,0.3983668085855192,40,20
healthy::95::vowels::a_n,ok,,0.5990247022964835,0.16309449395550385,0.401632551122559,0.8778364400969516,-1.4972093925981633,1.9696921522683548,0.6470318421459302,0.27924709607394504,0.738101104298865,0.5060337726966488,0.989446045448692,0.3146402974298831,40,20
healthy::96::vowels::a_n,ok,,0.5022892529719587,0.10541981827414226,0.3698877631003446,0.6857841167412081,-1.3228138277858608,1.6210550423705612,0.5325994725210975,0.18788331635786598,0.5156615045047435,0.4469128676658174,0.9924485522157381,0.33959626842307483,40,20
healthy::97::vowels::a_n,ok,,0.3220213247246505,0.1237947138721399,0.1677080345810063,0.5245898360231613,-1.3794009411756918,1.080021693900787,0.35071339564451953,0.20610915606979344,0.5407899365711026,0.2547532023110952,0.9904122080521683,0.34111011301240907,40,20
healthy::98::vowels::a_n,ok,,0.6204332188886605,0.23390542250155755,0.33020386084623016,0.9895951325982089,-1.7157674944368335,2.0677516654135006,0.6672032953959321,0.37498620889316664,0.9616863030590235,0.4878588210743089,0.9821695907650279,0.35998422677283304,40,20
healthy::99::vowels::a_n,ok,,0.513993321796424,0.15472506879336476,0.31192925692679674,0.7595281421245942,-1.4761894399790294,1.6708826422864458,0.5398223397485782,0.2572556217849306,0.6783501908947898,0.43688333015495906,0.9865751097030326,0.42117310275333175,40,20
healthy::100::vowels::a_n,ok,,0.6993722416036996,0.1655313149893379,0.502166128378562,0.9777341259346922,-1.5036509866072276,2.2776950413350465,0.7472571797917388,0.2763599685526952,0.7173974364819387,0.6019664616594291,0.9897025573194635,0.3028589405167024,40,20
healthy::102::vowels::a_n,ok,,0.4071098853913753,0.12351018478714415,0.2529797338022718,0.6166964573880053,-1.3782486212875757,1.3427588625450644,0.4399951441444984,0.21353157685851495,0.5771446078783029,0.3400245640997229,0.9909040811560796,0.33874552890360526,40,20
healthy::103::vowels::a_n,ok,,0.5652431802468343,0.16947363919710165,0.3521997272711876,0.8471839781965488,-1.519452031549031,1.8580532265076493,0.6059491380213183,0.28810119628588204,0.7611352608153292,0.47494897193337593,0.9874925938216124,0.3615120721801919,40,20
healthy::104::vowels::a_n,ok,,0.5812104665145122,0.2219533918661449,0.2990205887607379,0.913030824580079,-1.6805137716424086,1.910744381646537,0.6106300005516004,0.34400813572453515,0.8654066479007243,0.4618880066310018,0.9781736373529217,0.39744219480964066,40,20
healthy::112::vowels::a_n,ok,,0.5249143664604004,0.1254492982483639,0.36868280891853605,0.7424150842272156,-1.383914563987384,1.7067745650461645,0.5612634170521488,0.22156449059622593,0.6033891338024766,0.4578571151795794,0.9911092486824093,0.3294817469764273,40,20
healthy::113::vowels::a_n,ok,,0.42830098470350286,0.09247810472514241,0.30830314893969724,0.5910926589669285,-1.283990984893692,1.381867188517882,0.453713413770909,0.1699288851487783,0.4766804539258809,0.38275791702607964,0.9931565811628791,0.373240930114478,40,20
healthy::114::vowels::a_n,ok,,0.4059295511880592,0.1152979590090194,0.26833815339881395,0.604308199883253,-1.3509427116187047,1.3413556568415512,0.44193256261936914,0.197387534610862,0.5234371740552519,0.33907173252105727,0.9927908570883602,0.2898823211535466,40,20
healthy::115::vowels::a_n,ok,,0.5246612119824076,0.10661996180758354,0.38521681741187735,0.7091606982052068,-1.3274051510978162,1.686295692211573,0.5513260898701406,0.1932700264373276,0.5440639608354729,0.470749500251356,0.9925399825130251,0.4079093593123572,40,20
healthy::116::vowels::a_n,ok,,0.481466588162246,0.12139943559712046,0.33041497512457435,0.6899603557046927,-1.3717963171313856,1.5684222168572508,0.5154900721311296,0.2121500074735046,0.5718933370482064,0.4165185204814279,0.990886593650755,0.32711247763214585,40,20
healthy::117::vowels::a_n,ok,,0.4593500388205367,0.12164247865596098,0.300524999689136,0.6658459553990363,-1.3737700040730325,1.496154289209862,0.48754176702156304,0.21575741677296556,0.5884552217764565,0.39923324841770913,0.991448955058233,0.4112837238703691,40,20
